platform,type,query,title,description,url,display_url,creative_image,position,timestamp,is_premium
Яндекс,Яндекс.Директ,туры по россии,goryachiekluchi.ru›новый-год-суздаль…,Приглашаем Вас встретить Новый 2026 год в особенной атмосфере древнего Суздаля. · Большая территория. Новогодняя программа. Широкие русские гуляния. Спа и Бани. Коттеджи. Персональный менеджер. Премиум-уровень. Детская комната,https://yabs.yandex.ru/count/WcqejI_zOoVX2LaQ0lqI0DDYXYMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX3H4epHbY7g5KSIqbrZRfg9ACEGUX63QCY4abAHTOQLX9BI2E4PWGj3T6m2iq8ejv0Cf91WWHFqf6Iqem5Ti2KpHFNfPLZfD97CECiRGC3CEWuca3au-FZurC2OufSW1R6L641MXXJX0LeOKn5AK0BOsgm02sCAIW5Q65C2HQWFH5v9EThWlopeSnBHucSBhr4gyJkGxZvmUizS5dq-DIsqwwfGpNk6xUbJsTKUkDEwTIEubAxZagXJbmApPzGwFGPbTeiSB0U2f2DJiXNvuBbnkibuvgCO1NYWO5lTZe3gGQ6XfpFDqo06y01RE1wBI3MZh2VbbR3tWpxQMarR7l84WNWqbCrvHcQRHiEmmVIQaW8u0l6r600MngirNunmOG9rVOkc37uIAA_8Ha4PoriJRZTLNLmm1OZ5dRGOKqUOGhR1dQ4OyXDPepkOSmQFCWbGE3ALmGpC2WWOZc3IqvCKuzkVdEm97yu04NSFZY09OZ_Is5Bq_TIsDBqkJDJHFwUWblujGb0UldP122zCCtClJ5cUO8R57EywxgkqsOBK9eWkN9SQUcTWuyiRFJMy_cot-jIwEJ9tyjGIvGVqnwSm9Fa7QB_Udqn29NTRsbTPz8NWr3PlVPFHhaLOVDPBrIZ5S3sUbR7iBnHVXij8F83dhJG0HNy2ZveyXFyuZTsup3btITpYnKRcUDUzV5-jeMT7SLvJ7BqODiwOf-5mb9PIEMro7QlC_P4AWviqHALLrBnrR9rQ0G0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,20,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,азимут-тур.рф›Туры-на-теплоходах-2...,Выгодные Круизы Без Наценок. Подбор За 15 Мин. Есть Скидки и Рассрочка,https://yabs.yandex.ru/count/WrGejI_zOoVX2LbZ13KQ04Ehf5F7RW9cdm3N6oQWDyD_kmy4l1CGq5NaD2ftca2Vp-NEdkrtxdpNryxNxtYzuGxtoNFqWsITeMJ4etGqu-Y7-WCau-TvOWh2YG843m2gGYJmL8L-U7Bmv30guaco9b6HPXnLgrHR2ftYjnH_IcsUgj1FbPh3oSDJ5GAISSDA8qV-Z4wTkVEEGfrFdghGJuuSrYAZ8Xvh47NeA0SUlVEezEcKMeMAg3MCa8IAZ920Qgkrg8YAH2B9cYIqX1HK8rbh227LLA6af2MagWmW8XnBrXf0ITAwhkkY4PYCEs3AvedhqienKkaZc76Mje4167GSOKoH2z32c2eiG0jZYh00BOofA0LeOKmD5g25CGMb02sCAS42j2tYj7A-9ln-c2o1ENANqwNx79tuVGZ3VF3ckmVk2ofMdg3ydc0v7E3BeiUdjfrsJHsgST-uBNqwez8RTqgdTXINsdLK2dNYKcZ-X4AdpwZKPe63zL20R7H2lZeNB3TUiJmdIJmev_CD4-06S00RkFWKo3D4hrNOJqkhOM-6_RIq6hOzP8a2SEcfchBl0v9Dz3JRDXo63wJLa1305uofmG2s3kXQBmOVIVGt98FWh8Mj2M-858Y9GPeMTj1X2KJPGM7hAUWm4yf_5_V5a9iw5ioanMfZnCmOtSEODNYGIu30bQy8Pc1GGCHo1fUScAOUtVoAe0Bsmzxh1UM3A_mj_c-C5DZtnaY1VUu4mUxVxSAuh_rGXlhP3sKefdafpcAM9tItTbtNTTfi0KeJ91U58bzTz4wXo5SNlQNxVFbpEOagy-JlnNKrzcFQWn7e4Zd--Y-jwqmw60qDokzuDwlCnJfnAVFQF-dKnjSbLACLmFPwLiVmWvIVSPftUC2J5Zex_0FQGoBy72DGWebLxnROMGu_uWZmdoyj_ZPsKXP73LjWPIJwKqc3sq3bT_RWBNJAIpLPBeLNJGPK4vT1QegUG3x9QrlY3bMq9StEZLxTn1F7agBjGMaC5q5WTXioS3cD-8kdbGC3MWJOpXiCNgIR5oH2Q5jSbXaRqhulyd-Va0cQah9Wbb9_DtfErKSNyDp9-J5SmG_6Qwr9NjlYCJBMU2g4W2gZbe2BGgRxwjFRTmC0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,21,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,studenybereg.ru›тур-северное-сияние…,"Гастротур с прогулкой на катере, дегустация морепродуктов и северное сияние! · Трансфер включён. 2 часа от Москвы/Спб. Премиум-сервис. Путешествие на край земли. Тундра на ладони",https://yabs.yandex.ru/count/WcGejI_zOoVX2LaC0hKI05EYWoMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX9GaDKAv8H41N926c9-ZC2TSYAH689QOGCAv8Lw4QHjRgab2HY1qpPF75TMZb6Adq4CyxIDZ00WuwZ2KG-FZu-FYKmfiW5Q65C5HQWXJ55M80MnbIK0hGmfWOBqCAOWbA05iQKO07Q4v57Shuc464KqNNaP7AwIOfgJH_2CH-ytWENHOzFRJljcZfKuxvnM_fqHgKtxfHExIWkjUke5Eh4fT3y2OLEdr6fpG87ww40sUY4V7KkM6wy8_2IF4N1wh5sTxDVQE6LX87T-Np31BW17C06xirqPzV3AkodfTMmDyD-MbeDsnwoH06uz5HDsTDist0OFf1MGq80Np2c1WFOqc2jzejffckiS-LTC6FmaKH_Gp88pbhOcZZpmI41BMUTXHrqM9D7cCAMZQySGsxgM6QCxc7C6Zp89K3WobS4Cp0e868vWqjEJ5EFRduFOCh-i0UIjlZ17B9S_bU3LTNtQh2g-joRiFdl7mHslpQ65DxFnf32OvffB3nccSBQ8NFCN7gRottNTLsdpHQWD45otKpH4jFxpHGjCRsz-h8lCgTZFTahaI9NvyUq1oEWumZtpt-zliMART5lQLrdqhTOiIrwhKSYnSUJN1Ogv2TrLxeSyWdLQ0MmlPxLCImhAByH34Qq1pnfeGCM_1QBrX8kVEY8Vb54t46p741GbjOfDESjJMT4pJiPc-VZdBS72WSX_pQ8KgHzx5mbjfYv7Xh325m4sAB1pg7mrKItumK0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,22,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,"baikal-melody.ru›Тур на Байкал ""Лёд-2026"" - Спецпредложение до 30.12…","Авторский тур для тех, кто ценит комфорт и уникальность. Все продумано до мелочей!",https://yabs.yandex.ru/count/Wi4ejI_zOoVX2LdY0fqL0FEbaIMSm0cOVG9SRvY0tWp_xJuGy5P0G6_0Y12ij2criAm1snBUB5HCcBAao1cWXJwVovqzs-_SUSEThz_nUiCTxcq_UQf2pnDJ44uK87XoM8zkAFrOYuoAUAn1I4j6IJdiAVxCxMVqbaQVKUZpYJkbI4j6IZ_M824IIqWZRbIDXgn4zH2LXX0LgCeEcB9vuhgqSenK-WXcdALjO0067KSJY7nyV7nyIc1CaGlGmfWgB40BOugm02sCgIW5Q65C3HQWXJ45fG0jZ2d10hGjuhHolYO6QwoK62FHcDEbbz1jsJ-49tpmUWzS5Zq-jUsqQ-fGZVl6RUdJ6PNUk5CwjQEurAwZKgWJbqBp9nGwVKQbDWiSh8S2PACJyjMvOBdn_l5aOA5fv7o-OGBS00vW0vS99KpoYrFOJqkhOM-6_RIq6hOzP8a2SEcfchA72Y95hX7dw3MwfzcsuJ1y8As6X02-O4mD1h1rGDTwAtnPOXQyOCRW8ud-XcGGdBMmDL5cXQCaAsU6XHrqM9D7cC8MILWuXjpKiSmOtSEODNYGIu30bQy8Pc1GGCHo1fUScAOUtVpYvSWVzaiCfJwuHhBylpLzXDzRqqVukHm8w_xU0WpsjHT8DVti1L9DJ3CzvODPZX425RFSTrtNTTfi0KeJ95S7AYHQUkz0XKHBR_sRBqyuGrlqv1z4oLER7zCUd42N7fKu__LCQ5YUtloMrdKc9ZGiJszU-oTz35v5yPApf6ID2Ccc2TLe1R2zdjKnB0-LFr0Bq8e3dhJG0IFyT0P2H1S1uEUuBrqGbv2X8VMxzrh01p9xq3BJ5EIOjEoVST4sGDc-gQPiSLnl_A8I_4umtL0faxfLHtWMotYBNluZq-W3i792NiX5QUPLQuYNjgY633Nkco2GG5iHO8ksdVt2LmVOZXS0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,23,2025-11-12 16:47:37,False
Яндекс,Яндекс.Директ,туры по россии,Туры по России от Туроператор «Русь» — Предоплата 30%!,,https://yabs.yandex.ru/count/WkGejI_zOoVX2LaK0xKM0ADecoMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxWvh452DQpL7BVzp55a92J3YfJ3McHKbCCQXBHab9J3UdH3wIT75Sd8nWqhZHnGQ9xVjYsTFg4vga97EQREfpDtJdCScgCg92D7ZgeGDKUEgb1GZX6irIBgZHn9IoMKg4f9-8tZqwSjnQEsS-h4RPjwewXQ6yamAgeQpRXHWyGDf2Kb4aj88v2CbAX8rYCZ9QGHDcpOcDi1KpPFN9TMZf5A7y6CixGD3C2WusW2aO-FZuzF2OmfSW5Q65E51MXXJ14Me8Kn5QK0BOofmGAqCAQW5A25CILOWBP5d5REryGI3Dl67cvUETsagguu5Zq-jUsqQ-fGZVl6RUdJ6PNUk5CwjQEurAwZKgWJbqBp9nGwVKQbDWiSh8S2PACJyjMvOBdnsi5WwM3_EPzlc00tW0FOmCs18lR5AUodfTMmDyD-MbeDsnwoH06uz5HDsLj52V96ist3OVX0MWq90Np1c1eCOEk0RkKj8gGmpfjsmOp1HnBz3SaWE6jXQuAADWG6RX2p5dRGOKqUUXIsTqw-n92REXRCf6Fr634pHlSmPWqUv18WSEKhWXaO512ndC4b9wQfHpU_KuDMFypisf4_-00VYFzR0sRaUsl0Z7mkXowHltiltUnhAuYY_TaAecYPPXb39CooZ24IvdZNTLsdpHQWD45oqJofHT8xpPDQ9BsbktoPDZoCycJFbwKZqezf3px0SGeXcF_Y6DnruFajhUjwvE2k0yzh_P4o9OHaFkkPkLAfL0hLQ0MmlPxLCJ1hbB_9Bet60KzQw23yXoThZU2lOvoiIs3bY6cuK2jUSWlzDjByO4ACo8gjYPuoKO38DWMYQAmmlkCBzyHNf673eIpy_i7gqmZofco-tNx2zQR0N0_IKGS6mUs9CR35_yhFwBndNrYBHZwg3uci93AOCm00~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,24,2025-11-12 16:47:38,False
Яндекс,Яндекс.Директ,туры по россии,Скидка до 7% по карте Русь при оплате онлайн,,https://yabs.yandex.ru/count/Wh0ejI_zOoVX2LaL0nKL03EaYIMSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxX5GbGY_CRnwTEMub7dqvaxfpaEpL4Laf7Z1mhDyzksfTCdbCW8wIY7S-h4RNj9gRRUA4fQ0Z9Iga4biOGq0ib8YOfaFJ9IGXfXmuQDkHqmPVF4TMdb6Adq4SmuIzl000mwZYOG-VZu-FYKm9WY5w25CLLOW1R65641MXXJKGhGmfWQB40BOmfA0LeOKu85Q5l4QULyJIp1i6tiuUQLqqsgwefZqUDJsqwxfWxLk6_SbZwTKUcDEwLJEufBxJegXJfnAJH_Gg7JPrHgiy31UYX0DZeXNvqBbXkl7GoM3lQVy_c62N03E80Dt1meOb-SmdvQMWrxC-odfTMmxI5B581BJzMKlLMK86yqspOSXW-arP0Gm1UCgS40jWxeLjuYGWhZl6aNp1Xy9D7Va0o2inQs9gXeGs3W1Z5hOGSTrkIXHs5xv-HB3BcfOy5CEbQF4JDZT0zZrk11BW42LxuYc8510H7B6LnoOffwTFCxDMZrmyok7Vc33_21-ByrO4Q-jmRCoETow1Bvk_VIpRwsWYZQdwqWYfPfbZ54mYpB629XZdTTrtNQR05A4oGNpPDQ9BtJFAb5qbkwovTfmyCeJ_PyMJeY_PXvvy47E4uX1FDV78Ex3Zo_fNLTZnpSTU1vhJzIfeIGp6SzCrSgbKgX6gq0jjUpEWQc0ChVM4Jjwu0dBNGe_8k2_JnNGuacR219YXNvj6RD7SPUwcA-PRKkFqmCjjT9NyVjd0QnWfJefYpM6Wu7_SxSYQgYI46ZWeHlRArQonT0vH-jyUr4sUIXxEibAEJDLiqTKwFiJU9a3ylZ3dG0mGjYOOlVIj3uVeD_O8l6VrGtYQpCE9Wp~2,yabs.yandex.ru,,25,2025-11-12 16:47:38,False
Яндекс,Яндекс.Директ,туры по россии,Туры из Москвы в 2025 году!,,https://yabs.yandex.ru/count/WqmejI_zOoVX2LcM0_KP07CkiYMSm0cOlM42UZFyj_j0mBj4G8S-dykTFTllt7d3dQ_VyNh37Uu92qwCOAqMKJMeNx0eeJHqfOPu_bI5dYUc89meGFmydtSKwepYjzHfH--fSmhDxHnL8MgE_7RYEJvrGg4vga8oSbI5WdBys3OqlwEt57f3SrI5XegSKAapZq9jEuSDQz7Fq13rvmQIKj6IKL2Dj6Iaz6DL4agggKdLdolIJ_N6Zz88rY8aAn2HjOPH4Gbgab2D7oCAI525afAMMjGsZ8AIZ2OWOKKo6ZeQmKfYo5g3YgGqOiXQmphqjGEcR9wuBgqS8vK-WXbdQHiOW477qGGY7nyV7vyI7QOxfeMv0fhG1OJzLm5S65Fa0hGmfWeBqCAO8Yn02sCgIW5Q65E31MXXJ44fG0jZIh00xOd88pbV4udC2q9FIq1okabJqh2G23kKt3xnEsCPuCkYnwUsdNPD7QfntxWjVJgZqXjtIgTs59VQTLGATU9IQFw4GgVFgDHcWOFrK81iT4A-EXSiDruFcDNoqeKfYnsMczqnIOSiIYFdymqJu0Pm01ku97O4ahyuXVsqj1hsPjXFIwjXsqEMA01trsjqJxDjms7uG5eD2G5ymPWQ363hW5RxnOGXRAAAbfQMbfPMp64IAeSNp1Xy9D7Va0o2inQs9gY0i2V9gU6mi8CEIo1Abi9MBT8gXjpKiM0cBLQF4JDZT0zZrk11BW42LxuYc8510H7B6LnoOffwTFCh0dBA3til52aVRECb_wy0LlA-Lm0hUPzximNuzo15jw_5G4kLdyL0InMccGAFCRDCWSUOEMOklSpblkkwhjDc2r2Q8Bag53wAqNk5maSnUik4ycLFfZRtvybUoPXhq8zf3qO0QlzE-U_DHuLBMA_puVKxFjONzMt2ilLvhKUYfuKDYyzwPgvKAfL2DLe1RAzdTGpCBEMle2N4oW5FMkWc_COokjx9GHOUYwvIvmqZhgCXAHL34w3xFot7IU-p-JqkmW_O-TTTVrSFVP4l0x1FZj2vHb6jLMNoNr1nVYYBW1Pbr3znhKFVEJOWq85tb9CVynOVvCgslAV0qQ1ajiZjNXhpoY0VSD7IZagf8oj9CSmA~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,26,2025-11-12 16:47:38,False
Яндекс,Яндекс.Директ,туры по россии,Авторский тур по Колыме! Все включено!,,https://yabs.yandex.ru/count/WdSejI_zOoVX2LaX0aqJ0BCZYIMSm0cOlM42UZFyj_j0m7i10Hs272VAdIRGvtEvisVxdJjlkFFrErvlkCETaIHKmmY9Xb5IBSEAP0KYiOGqeeXQfSgW4jqmah64L3rW1qpPF75TMZb6Adq4CyxIDZ00WuwZ2KG-FZu-FYKwJ4KOlKu5DA4B2DC5U1CeW0jZYbo05iPKOG5Q65E41MXXJ4KfG0jZQh00BOmfA0LeOKm95g1j4QULypNnXCOLpy6G73bTkWyH3WcB7f_QTjerTQZ6VUEszEcCIc_SAPtQKLngrr4fr8bBeVaJ2fq-erAR1GxMGm6oqGdvwbomt7ZzaJ0jMcJ2DMxQpIv50YnxGrVdymqJu0Pm01kuU1qKDpkni9-MLiFU3FjfQJLiUyWI1U3IkgxlUetkQRPjE0mVIAiX8O0l65E30MmTq6ftc2Wwp9e8BvWn-4YYlo4P16SjR4qC2j0bWY892bZOGOSrUOGfR3q57MP2sKAHkRyOSbF7Wfbqx1uZPiRe7iQimODS0WIkV4Km0uC28fOpkEJ4DFNevlV7KFl3j9b9sWVlO17yNvmeuk_5YIB-t0BehlxkUpZv-5eHcCf-LWIcCgPvWWusPdc23hPTrtMTDbk0qWJ9DG2sYnYz3u3j8aPlS_Yo5pzc0Nlo1n891_PZseCHWFoAqkQ_NaVBqvtybjPr9XqjJtVosZ-93LC9-gndvagbKYbKenN0zdfMnx0aGFa1KCH7YmEUjD015Vpc4l37b6gx9mO6ONr6PxOtKnP1AaG-0i8FFQ7ouD83KfQdFYo84TSajSN7VgdnqvW_1uZ5WIqQygX81LbfFNPM~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,27,2025-11-12 16:47:38,False
Яндекс,Яндекс.Директ,туры по россии,Круизы на теплоходе по Волге из Москвы,,https://yabs.yandex.ru/count/WdmejI_zOoVX2La_0dKJ0EFZY2MSm0cOlM42UZFyj_j0m7i10HtwV2vtzco_S-SDTxv-n-iDTxZHf_DPFvtF4ZTCaAXX9CC8IUY8n1BI22MZeUkC82lITGTCsJnnNLevHYfz13FEqZOm08EEOv4zlMW1JUW2mXKm5i25CKKkG0jZgh00BOmfmWAqCAQY5A25CJLOW1R659G2j32c10lGjeZJolcQa2AZ9fDK949EbrwYIxfz23C_UBq7BeiUdzfssZLrgCPzuxRqwOnARzmfdTfHN6hNKIdKYKkX-HCAdJwZKfi53jP30RBH2VdgNB3SU8cW-8PIU3cVRvW0Du03sC15eClN3D5h5VRJqchOcs4_BQs6RGzPeW1SUggcxBDtL8CruXozHlSqspOSXW-arP0Gm1UCgS40jWxeLjuY7hl7_NkyOCRW8ud-XcGGdBMmDG4bHgm1ewS52plei2OFFGfRJq67cL3-SUCOSbF7Wfbqx1uZPiRe7iQimODS0WIkV4Km0uC28fOpkEJ4DFNevdT3duyVxW3BZm_6q2JbVozy8VdU2rz8FZS35-pl9g2uNyj0q-JFCj0qoJJ7cCqnop5cSymnS-cDMUwxhkiwRRO0fGcIYy8MBxrJsEAbjympNyvPcuJovEyrnxZrOzg34JW_aRNvhzS1pKy8_PRMTIOTqFo4q6l_95GNBO8-wxtkiRXPFT73yXHOFgAPkLAfL0hLQ0MmlPxLCInDA3-G8KSY3tZIGWSN_04FJ0vojT0jeQC83lYAGQygREpjNXJYpaXc6m9baKx_qJnLEhixFBvWzNfyLQI7MPtGIl9hyUpQC_fCbloeHPCbifB5LCu0~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,28,2025-11-12 16:47:39,False
Яндекс,Яндекс.Директ,туры по россии,Туры в горы,,https://yabs.yandex.ru/count/WdSejI_zOoVX2LbU0aqJ0DCYXIMSm0cOVG9SRvY0tWp_xJuGyC8We4EVp-NEdkrtxdpNryxNxtYzuGuNYLgZY1f24VM86aADP5LAeXB9AFefeXvHGo2nX3IYo4X8QMd8MeEAfAHZ1qpPF75TMZb6Adq4CyxIDZ00WuxZNSqY1GKqeGi8qmLu4oY02sEAN80MnbHX0LeOKuG5Q65CHIb02sDgi00jZ2ae1MXXJ0aMe6qHfvNpDG5e-29Bv8x9wT9BYXY6VGZ_3rxlWSkYnwUsdNPD7QfntxWjVJgZqXjtIgTs59VQTLGATU9IQFw4GgVFgDHcWOFrK81iT4A-EXSiDruhOY3mq41pFjym0Mu01x21ImBi1iHEBEodfTMmDyD-MbeDsnwoH06uz5HDsOWiggz6J8DrNTTrlKRtDDis78OFfDMG4C0NZAd10BOzMAqNWuya-XkIGN3MmjQ4ayWHFaYGmOw57NHOauSUXMqRbsuCkQbZmKmwTeyHCsDq3sE6-NgGIu30bQy8Pc1GGCHo1fUScAOUtVpY13hvuQD4fW-EaUBaVskOVMyDiy_rLFhV2p12vMkNVd4_k_IBOvfZu1QPvHYuHUQOkVHIMEwxhkiwRRO0fGcIYqCLnZzwvr25yO_UqbQ-xBjEpdMU_8C4QY7wCUt12NpPJSdpNzokIbzP7_nAyze_kVrX9OLcvagbKYbKenN0zdfMnx3yGFd3POSB7F2aXGuP_CR21uJiTZ9rK0EdVrvji0ixrtqzVvqvuPpeygALykfPoFecgwNtCDqpakLoOPzZLeu7-hurS9o3Cgsn5eVTNaPqqifP5XtYnkuqGbPM8MaH~2?etext=2202.lPP8dNumDTdkl_VluqL5DNi5VsqkmpLuK9B-iijGu-ZkZ3FsbWVrYmxwcGFkY3Nw.b86ace08a2a399b438176f6797e700fd6a502568&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%82%D1%83%D1%80%D1%8B+%D0%BF%D0%BE+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,yabs.yandex.ru,,29,2025-11-12 16:47:39,False
Яндекс,Яндекс.Директ,туры по россии,Туры по России из Москвы на 1-2-3-4 дня и более...,,https://yabs.yandex.ru/count/WieejI_zOoVX2LdL0kKL0AFcbIMSm0cO4wZY3HFGc-6_tGS2tWi8wD3dSxcpP_kTEs-uy_KxNc-umyrXvoWo4f9XHSgnX3J26eIqP9IK8yaQH1qw-WaI8g8MtQZci1xTKFh9KKKoid73IiFvp54LEifnsqveT9exez0SLI4PEN9KXQWvSbI5WdACOAqMKM_aI5egeKHLIf96fTBdy_cqfT9ycjksKpf4dK73QdH4uWRIaXA99QGHI4PAL2JhaP4IqWWRDco0APidhikhdWnANu94at6Y6GOTHnE8V7nyV7nAO4oH2z32c2eiG0jZYh00BOofA0LeOKmD5g25CGMb02sCAS42j2tYj7A-9leM4A6pCVDokdIVrvAq3-7b1w_tmCrn8AEW2p30O08U261CPt2m7WgGZKx8L-U2vSPBesG3ZHmBdCytJ80Rm05iuEP04VlY5FRJqchOcs4_BQs6BJrLK_PMKOAyrOXpz1hTqspRS1W-a5P3GW1VCAO60zWwe5jv9mWfZFEcNJ1Zy954VqCo2CvQs9h08aUc8xSZWuKTT5Y5SeWoAXvw5BPtJhx4a9iw5ioaO_KOCJD6zp1c3t8950XWHmaIC5qC2eXOpk2I4zFKevjV8Scs7rxkLSe-c8DQsl_2C8dxNXWcSPyxuSVPtt-kq7sjXwcxd_KmTSSqn_WLCiioN9emnxkkwpfjRZw91PvfdjGYwPtcIIsItdf6NwOD3wCy-NS9oYdwCUt124pHKfNvRmbwJMD6lwLrNJ_hDOqPlVP_wN8cy-6pFWCTlZAOAvLAfL2DLeEzRAByIdmMgsLAIpW17lojTpPcdj9r6qcye0c2KxCMAyPKnEVT_CHMOKCKQD-uP1lh30Dj50DzjsJlcyoo03p3WJOvW9aiNIcAQtTffEkLTCVU5SBfbGMMooQ28oDkHj1ap49QD5_aFUh2IZfi5G80~2?etext=&from=&q=,yabs.yandex.ru,,30,2025-11-12 16:47:39,False
